Product,Price,RAM,ROM,Display,Back_camera,Front_camera,Processor,Battery,Rating
"Redmi Note 7 (Onyx Black, 64 GB)","₹12,798",4 GB RAM , 64 GB ROM ,16.0 ,12MP + 2MP , 13MP Front Camera,Qualcomm Snapdragon 660 AIE Processor,4000 ,4.5
"Lenovo A7 (Blue, 32 GB)","₹7,490",2 GB RAM , 32 GB ROM ,15.47 ,13MP Rear Camera,,1 Year,4000 ,4.1
Samsung Metro 313,"₹2,340",4 MB RAM , 2.27 MB ROM,5.16 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,1000 ,4.1
Micromax X748,"₹1,370",32 MB RAM , 32 MB ROM,6.1 ,0.1MP Rear Camera,,12 Month from manufacturer,2500 ,4.2
Intex Eco 215,"₹1,049",10 MB RAM , 50 MB ROM,4.57 ,0.5MP Rear Camera,,12 month,1700 ,4
"OPPO A11K (Flowing Silver, 32 GB)","₹8,990",2 GB RAM , 32 GB ROM ,15.8 ,13MP + 2MP , 5MP Front Camera,MediaTek Helio P35 Octa Core Processor,4230 ,4.2
Itel Magic 1,"₹1,598",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 YEARS,1200 ,4.2
Itel Magic 1,"₹1,549",32 MB RAM , 32 MB ROM ,6.1 ,0.3MP Rear Camera , 0.3MP Front Camera,"100 Days Replacement Warranty, 2 year warranty for Handset & 6 Months Warranty for Accessories",1200 ,4.2
Itel Magic 1,"₹1,425",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 YEAR,1200 ,4.2
Lava 34 Plus,"₹1,599",32 MB RAM , 32 MB ROM ,6.1 ,1.3MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,2500 ,4.1
"Gionee S11 Lite (Dark Blue, 32 GB)","₹7,999",4 GB RAM , 32 GB ROM ,14.48 ,13MP + 2MP , 16MP Front Camera,Snapdragon 430 Octa-core Processor,3030 ,4
Karbonn K106S,₹837,10 MB RAM , 10 MB ROM,4.57 ,0.3MP Rear Camera,,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,800 ,3.2
Samsung Guru FM Plus,"₹1,662",,128 MB ROM,3.81 ,800 mAh Battery,,,1 Year Manufacturer Warranty,4.2
I Kall K88 Combo Of Two Mobile,"₹1,199",32 MB RAM , 64 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Year Warranty,800 ,3.5
I Kall K88 Combo Of Two Mobile,"₹1,149",32 MB RAM , 64 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Year Warranty,800 ,3.5
"Redmi Note 9 Pro Max (Aurora Blue, 128 GB)","₹20,998",8 GB RAM , 128 GB ROM ,16.94 ,64MP + 8MP , 32MP Front Camera,Qualcomm Snapdragon 720G Processor,5020 ,4.4
"Realme 6 Pro (Lightning Red, 128 GB)","₹18,999",6 GB RAM , 128 GB ROM ,16.76 ,64MP + 12MP + 8MP + 2MP , 16MP + 8MP Dual Front Camera,Snapdragon 720G Processor,4300 ,4.4
Gfive Guru,₹799,64 MB RAM , 256 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Months Brand Warranty,1050 ,3.7
"Apple iPhone 8 (Silver, 64 GB)","₹38,999",,64 GB ROM,11.94 ,12MP Rear Camera , 7MP Front Camera,iOS 13 Compatible,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor",4.5
Kechaoda K2,₹765,32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,1 YEAR,1000 ,3.8
"Samsung Galaxy A30s (Prism Crush Black, 128 GB)","₹19,900",4 GB RAM , 128 GB ROM,16.26 ,25MP + 5MP + 8MP , 16MP Front Camera,Exynos 7904 Processor,4000 ,4.3
Forme M660,₹999,32 MB ROM , Expandable Upto 32 GB,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,1500 ,3.7
ITEL 2171,₹998,32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,1 YEAR,1000 ,3.6
Muphone M380,₹999,32 MB RAM , 32 MB ROM,3.66 ,1.3MP Rear Camera,,Domestic Warranty,800 ,4.2
Muphone M380,₹999,32 MB RAM , 32 MB ROM,3.66 ,1.3MP Rear Camera,,Domestic Warranty,800 ,4.2
Muphone M380,₹999,32 MB RAM , 32 MB ROM,3.66 ,1.3MP Rear Camera,,Domestic Warranty,800 ,4.2
Kechaoda K115,₹899,32 MB RAM , 32 MB ROM,3.66 ,0.3MP Rear Camera,,6 Months,850 ,4.1
"SuperD Super (Gold, 32 GB)","₹5,379",3 GB RAM , 32 GB ROM,13.97 ,13MP Rear Camera , 8MP Front Camera,Mediatek Processor,3000 ,2.8
"TECNO Spark 6 Air (Ocean Blue, 32 GB)","₹8,999",3 GB RAM , 32 GB ROM,17.78 ,13MP Rear Camera,,1 Year for device,6000 ,4.5
"TECNO Spark 6 Air (Comet Black, 32 GB)","₹8,989",3 GB RAM , 32 GB ROM,17.78 ,13MP Rear Camera,,1 Year Manufacturer Warranty and 6 months for accessories,6000 ,4.5
"Tecno Spark 6 Air (Ocean Blue, 64 GB)","₹9,990",3 GB RAM , 64 GB ROM,17.78 ,13MP Rear Camera,,1 year Manufacturer,6000 ,4.5
Samsung Guru 1200,"₹1,100",,NA ROM,3.81 ,800 mAh Battery,,1 Year for Mobile & 6 Months for Accessories,0 0 0 0 Processor Processor,4.3
Kechaoda K33,₹970,32 MB RAM , 32 MB ROM,3.56 ,0.3MP Rear Camera,,1 Year Warranty,1000 ,4.1
"Vivo U10 (Electric Blue, 64 GB)","₹9,450",3 GB RAM , 64 GB ROM ,16.13 ,13MP + 8MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 665 AIE Processor,5000 ,4.4
Lava A7,"₹1,399",32 MB RAM , 24 MB ROM ,6.1 ,0.3MP Rear Camera,,MTK6261m Processor,1750 ,4.2
Karbonn KX1i,₹780,32 MB RAM , 32 MB ROM ,4.57 ,800 mAh Lithium-ion Battery,,,1 Year Brand Warranty for Handset and 6 Months for Accessories,3.5
Karbonn KX1i,₹780,32 MB RAM , 32 MB ROM ,4.57 ,800 mAh Lithium-ion Battery,,,1 Year Brand Warranty for Handset and 6 Months for Accessories,3.5
Karbonn KX1i,₹780,32 MB RAM , 32 MB ROM ,4.57 ,800 mAh Lithium-ion Battery,,,1 Year Brand Warranty for Handset and 6 Months for Accessories,3.5
Karbonn KX1i,₹780,32 MB RAM , 32 MB ROM ,4.57 ,800 mAh Lithium-ion Battery,,,1 Year Brand Warranty for Handset and 6 Months for Accessories,3.5
Gfive U707,₹739,32 MB RAM , 64 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer warranty.,950 ,3.6
"Samsung Galaxy M21 (Midnight Blue, 64 GB)","₹14,593",4 GB RAM , 64 GB ROM ,16.26 ,48MP + 8MP + 5MP , 20MP Front Camera, Exynos 9611-Octa Core processor Processor,6000 ,4.3
"OPPO Reno3 Pro (Midnight Black, 256 GB)","₹29,990",8 GB RAM , 256 GB ROM ,16.26 ,64MP + 13MP + 8MP + 2MP , 44MP + 2MP Dual Front Camera,MediaTek Helio P95 Processor,4025 ,4.4
"Apple iPhone 11 (Black, 64 GB)","₹56,499",,64 GB ROM,15.49 ,12MP + 12MP , 12MP Front Camera,Brand Warranty for 1 Year,A13 Bionic Chip Processor,4.7
I Kall K 2180,"₹1,199",32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,15 Month Manufacturer Warranty,800 ,3.5
Kechaoda A27,₹876,32 MB RAM , 32 MB ROM ,1.68 ,800 mAh Battery,,,1 Year Warranty,4.1
"Redmi 6 (Rose Gold, 32 GB)","₹8,490",3 GB RAM , 32 GB ROM ,13.84 ,12MP + 5MP , 5MP Front Camera,2.0 GHz Mediatek P22 Octacore Processor,3000 ,4.4
"Vivo S1 (Skyline Blue, 128 GB)","₹19,990",6 GB RAM , 128 GB ROM ,16.21 ,16MP + 8MP + 2MP , 32MP Front Camera,Helio P65 (MT6768) Processor,4500 ,4.4
"Redmi Y1 (Grey, 64 GB)","₹9,999",4 GB RAM , 64 GB ROM ,13.97 ,13MP Rear Camera , 16MP Front Camera,Qualcomm Snapdragon 435 Processor,3080 ,4.2
Kechaoda K60,"₹1,490",32 MB RAM , 32 MB ROM ,6.1 ,0.3MP Rear Camera , 0.3MP Front Camera,1 Year Manufacturer Warranty,3600 ,4
I Kall K20 New Combo of Two Mobiles,"₹1,199",32 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,800 ,3.3
I Kall K20 New Combo of Two Mobiles,"₹1,199",32 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,800 ,3.3
JIVI JV 12M,₹799,30 MB RAM , 0 MB ROM ,4.57 ,800 mAh Battery,,,1 Year Manufacturer Warranty,4.1
Zen Power 205,"₹1,249",,Expandable Upto 16 GB,6.1 ,1.3MP Rear Camera,,1 Year Manufacturer Warranty,2800 ,4
Zen Power 205,"₹1,189",,Expandable Upto 16 GB,6.1 ,1.3MP Rear Camera,,1 Year Manufacturer Warranty,2800 ,3.5
Zen Z10 Sleek,₹940,32 MB RAM , 32 MB ROM,6.1 ,1.3MP Rear Camera,,1 Year Manufacturer Warranty,1000 ,3.6
Kechaoda K6,₹829,32 MB RAM , 64 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,1200 ,3.8
"Realme X50 Pro 5G (Rust Red, 256 GB)","₹47,999",12 GB RAM , 256 GB ROM,16.36 ,64MP + 12MP + 8MP + 2MP , 32MP + 8MP Dual Front Camera,5G Phone,4200 ,4.4
Trio T4 Selfie,₹757,32 MB RAM , 64 MB ROM,4.5 ,1.3MP Rear Camera,,1 Year Manufacturer Warranty,1000 ,3.6
Trio T4 Selfie,₹757,32 MB RAM , 64 MB ROM,4.5 ,1.3MP Rear Camera,,1 Year Warranty,1000 ,3.6
Micromax X1i Pop,₹940,56 MB RAM , 56 MB ROM,4.57 ,0.08MP Rear Camera,,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories ,800 ,3.9
Gfive ECO PLUS LITE,₹649,32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,1 YEAR WARRANTY FOR HANDSET,1050 ,3.1
"Redmi Note 9 (Arctic White, 64 GB)","₹13,695",4 GB RAM , 64 GB ROM,16.59 ,48MP Rear Camera,,1 Year Manufacturer  Warranty,5020 ,4.4
"Redmi 6 (Black, 64 GB)","₹8,499",3 GB RAM , 64 GB ROM ,13.84 ,12MP + 5MP , 5MP Front Camera,2.0 GHz Mediatek P22 Octacore Processor,3000 ,4.4
Tork T13 Banana,₹849,32 MB RAM , 32 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty Against Manufacturing Defects,1000 ,3.9
Tork T13 Banana,₹849,32 MB RAM , 32 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty Against Manufacturing Defects,1000 ,3.9
Kechaoda K116 Plus,₹959,32 MB RAM , 32 MB ROM,4.5 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,400 ,4
Kechaoda K116 Plus,₹897,32 MB RAM , 32 MB ROM,4.5 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,400 ,4
Kara K 15,"₹1,211",1 RAM , 1 ROM ,6.1 ,0.3MP Rear Camera,,12 Months Warranty,4000 ,3.7
Gfive U220+,₹699,,32 MB RAM,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer warranty.,1000 ,3.5
"OPPO Reno2 (Luminous Black, 256 GB)","₹39,990",8 GB RAM , 256 GB ROM ,16.51 ,48MP + 8MP + 13MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 730G Processor,4000 ,4.5
"OPPO Reno2 (Ocean Blue, 256 GB)","₹39,990",8 GB RAM , 256 GB ROM ,16.51 ,48MP + 8MP + 13MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 730G Processor,4000 ,4.5
Samsung Guru FM Plus,"₹1,638",,3.81 cm (1.5 inch) Display,800 mAh Battery,1 Year Manufacturer Warranty,,,,4.2
"VOTO V11 (Blue, 16 GB)","₹3,699",2 GB RAM , 16 GB ROM,12.7 ,13MP Rear Camera , 5MP Front Camera,Spreadtrum 9832 Processor,3000 ,3.4
"VOTO V11 (Champagne, 16 GB)","₹3,699",2 GB RAM , 16 GB ROM,12.7 ,13MP Rear Camera , 5MP Front Camera,Spreadtrum 9832 Processor,3000 ,3.4
BlackZone EVEREST,₹569,64 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty for Device,1000 ,3.7
Zen Z16,₹990,32 MB RAM , 32 MB ROM,6.1 ,1.3MP Rear Camera,,1 Year Warranty,1800 ,3.9
"Redmi Note 9 Pro Max (Interstellar Black, 128 GB)","₹19,296",6 GB RAM , 128 GB ROM ,16.94 ,64MP + 8MP + 5MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 720G Processor,5020 ,4.4
"Redmi Note 9 Pro Max (Interstellar Black, 128 GB)","₹20,999",8 GB RAM , 128 GB ROM ,16.94 ,64MP + 8MP , 32MP Front Camera,Qualcomm Snapdragon 720G Processor,5020 ,4.4
Snexian BOLD 555,"₹1,099",32 MB RAM , 32 MB ROM,6.1 ,1.3MP Rear Camera,,3 Months Warranty,3000 ,3.5
I Kall K3312 Combo,"₹1,099",32 MB RAM , 64 MB ROM ,4.57 ,0.3MP Rear Camera , 0.3MP Front Camera,1 Year Manufacturer Warranty,1000 ,3.5
Samsung Guru Music 2,"₹1,950",0 MB ROM , Expandable Upto 16 GB,4.57 ,800 mAh Battery,,,1 Year Manufacturer Warranty,4.3
BlackBear B5 Volcano,₹599,512 MB RAM , 512 MB ROM ,4.57 ,0.3MP Rear Camera , 0.3MP Front Camera,1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase.,2000 ,3.5
"Panasonic P91 (Gold, 16 GB)","₹3,990",1 GB RAM , 16 GB ROM ,12.7 ,8MP Rear Camera , 5MP Front Camera,MT6737M Processor,2500 ,4
Blackbear A1 Aura Combo of Two Mobiles,"₹1,798",64 MB RAM , 64 MB ROM,4.57 ,1.8MP Rear Camera,,1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase,2200 ,
Blackbear A1 Aura Combo of Two Mobiles,"₹1,798",64 MB RAM , 64 MB ROM,4.57 ,1.8MP Rear Camera,,1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase,2200 ,
Blackbear A1 Aura Combo of Two Mobiles,"₹1,798",64 MB RAM , 64 MB ROM,4.57 ,1.8MP Rear Camera,,1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase,2200 ,
I Kall K39 Dual Sim Feature Phone,₹669,32 MB RAM , 64 MB ROM,6.1 ,0.3MP Rear Camera,,15 Month  Manufacturer Warranty,1800 ,2.9
Heemax H7,₹569,512 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Warranty,1000 ,2.9
Grabo VIDO,₹649,64 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty for Device,1000 ,3.7
Karbonn KX1,₹845,32 MB RAM , 32 MB ROM ,4.57 ,0.3MP Rear Camera,,1 year warranty provided by the manufacturer from date of purchase,800 ,3.9
Micromax X809,"₹1,182",32 MB RAM , 32 MB ROM,6.1 ,1MP Rear Camera,,1 Year Warranty,1000 ,3.9
Forme M660,₹999,32 MB ROM , Expandable Upto 32 GB,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,1500 ,3.7
"Samsung Galaxy M21 (Raven Black, 128 GB)","₹17,268",6 GB RAM , 128 GB ROM ,16.26 ,48MP + 8MP + 5MP , 20MP Front Camera, Exynos 9611-Octa Core processor Processor,6000 ,4.3
"Redmi Note 5 Pro (Black, 64 GB)","₹13,999",6 GB RAM , 64 GB ROM ,15.21 ,12MP + 5MP , 20MP Front Camera,Qualcomm Snapdragon 636 Processor,4000 ,4.5
Karbonn KX1,₹845,32 MB RAM , 32 MB ROM ,4.57 ,0.3MP Rear Camera,,1 year warranty provided by the manufacturer from date of purchase,800 ,3.9
Micromax X809,"₹1,182",32 MB RAM , 32 MB ROM,6.1 ,1MP Rear Camera,,1 Year Warranty,1000 ,3.9
Forme M660,₹999,32 MB ROM , Expandable Upto 32 GB,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,1500 ,3.7
"OPPO Reno4 Pro (Starry Night, 128 GB)","₹34,990",8 GB RAM , 128 GB ROM ,16.51 ,48MP + 8MP + 2MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 720G Octa Core Processor,4000 ,4.4
"OPPO Reno4 Pro (Galactic Blue, 128 MB)","₹34,990",8 GB RAM , 128 MB ROM ,16.51 ,48MP + 8MP + 2MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 720G Octa Core Processor,4000 ,4.4
"Apple iPhone 11 (Purple, 128 GB)","₹67,990",,128 GB ROM,15.49 ,12MP + 12MP , 12MP Front Camera,Brand Warranty for 1 Year,A13 Bionic Chip Processor,4.7
Zen Atom 103,₹848,32 MB RAM , 32 MB ROM,4.57 ,1.3MP Rear Camera,,1 year,800 ,3.8
I Kall K 2180 Combo of Two Mobiles,"₹1,299",32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,15 Month Manufacturer Warranty,800 ,3.6
I Kall K 2180 Combo of Two Mobiles,"₹1,199",32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,15 Month Manufacturer Warranty,800 ,3.6
I Kall K 2180 Combo of Two Mobiles,"₹1,199",32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,15 Month Manufacturer Warranty,800 ,3.6
Micromax X1i Pop,₹940,56 MB RAM , 56 MB ROM,4.57 ,0.08MP Rear Camera,,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories ,800 ,3.9
Tork T3,₹949,32 MB RAM , 32 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty Against Manufacturing Defects,2500 ,3.5
"Itel A25 (Gradation sea Blue, 16 GB)","₹3,750",1 GB RAM , 16 GB ROM ,12.7 ,5MP Rear Camera , 2MP Front Camera,Cortex A53 architecture (Quad core) Processor,3020 ,4.4
Forme Duos1900,"₹1,066",32 MB RAM , 32 MB ROM ,7.11 ,0.3MP + 0.3MP,,NA Processor,1900 ,4
"Redmi Y1 (Grey, 32 GB)","₹8,999",3 GB RAM , 32 GB ROM ,13.97 ,13MP Rear Camera , 16MP Front Camera,Qualcomm Snapdragon 435 Processor,3080 ,4.3
Karbonn K-Pebble,"₹1,339",12 MB RAM , 12 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,800 ,4
KXD M8,₹749,32 MB RAM , 32 MB ROM ,4.5 ,1.3MP Rear Camera,,Service BY KENXINDA Warranty,1000 ,3.8
"Samsung Galaxy S10 Lite (Prism Blue, 128 GB)","₹42,999",8 GB RAM , 128 GB ROM ,17.02 ,48MP + 12MP + 5MP , 32MP Front Camera,Qualcomm Snapdragon 855 (SM8150) Processor,4500 ,4.5
"Redmi Note 6 Pro (Black, 64 GB)","₹14,698",6 GB RAM , 64 GB ROM ,15.9 ,12MP + 5MP , 20MP + 2MP Dual Front Camera,Qualcomm Snapdragon 636 Processor,4000 ,4.5
KXD M8,₹749,32 MB RAM , 32 MB ROM ,4.5 ,1.3MP Rear Camera,,Service BY KENXINDA Warranty,1000 ,3.8
"Apple iPhone 7 (Rose Gold, 32 GB)","₹29,799",,32 GB ROM,11.94 ,12MP Rear Camera , 7MP Front Camera,iOS 13 Compatible,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,4.5
"Vivo U10 (Thunder Black, 64 GB)","₹10,940",4 GB RAM , 64 GB ROM ,16.13 ,13MP + 8MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 665 AIE Processor,5000 ,4.4
"Redmi 6A (Gold, 16 GB)","₹7,399",2 GB RAM , 16 GB ROM ,13.84 ,13MP Rear Camera,,1 Year,3000 ,4.3
"Apple iPhone 11 (White, 64 GB)","₹56,499",,64 GB ROM,15.49 ,12MP + 12MP , 12MP Front Camera,Brand Warranty for 1 Year,A13 Bionic Chip Processor,4.7
